epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
133,1484.28,0.78486,0.9854,0.73668,0.8917,0.83178,0.73384,0.81847,0.66382,0.82866,0.73057,0.81218,0.5145,0.70375,0.86605,0.7968,0.88345,0.005644,0.005644,0.005644
134,1495.09,0.78924,1.00089,0.76297,0.89717,0.79376,0.78286,0.82651,0.67246,0.79607,0.76763,0.81987,0.50622,0.71053,0.89427,0.78641,0.88713,0.005611,0.005611,0.005611
135,1505.95,0.79044,1.01032,0.75779,0.89295,0.79597,0.76178,0.82264,0.66281,0.79334,0.75725,0.81578,0.50029,0.72627,0.90599,0.79086,0.88732,0.005578,0.005578,0.005578
136,1516.77,0.79811,1.02403,0.7618,0.89769,0.77066,0.76693,0.81102,0.65804,0.76779,0.76326,0.80409,0.5177,0.72084,0.86691,0.81297,0.89007,0.005545,0.005545,0.005545
137,1527.55,0.7945,1.02008,0.76324,0.89855,0.76775,0.78803,0.82964,0.6807,0.77501,0.77854,0.82404,0.5363,0.70037,0.84569,0.76209,0.88353,0.005512,0.005512,0.005512
138,1538.47,0.80965,1.05241,0.78387,0.90398,0.73817,0.74076,0.79478,0.64052,0.73423,0.7367,0.78755,0.48364,0.72287,0.89058,0.91599,0.89232,0.005479,0.005479,0.005479
139,1549.56,0.78692,0.98858,0.73715,0.89012,0.74196,0.7433,0.78421,0.63282,0.73667,0.73808,0.77416,0.49503,0.7163,0.84984,0.90346,0.88778,0.005446,0.005446,0.005446
140,1560.69,0.77394,0.9801,0.72773,0.89218,0.79463,0.79852,0.83256,0.68572,0.79245,0.79557,0.82724,0.5392,0.68498,0.82714,0.75402,0.87721,0.005413,0.005413,0.005413
141,1571.45,0.78794,1.01279,0.75565,0.89383,0.80803,0.78997,0.84935,0.69497,0.80419,0.78627,0.8425,0.54204,0.68429,0.83149,0.7078,0.87894,0.00538,0.00538,0.00538
142,1582.99,0.79035,1.01938,0.75094,0.89409,0.80289,0.81948,0.86168,0.7102,0.79967,0.81581,0.85551,0.55355,0.67639,0.83432,0.66862,0.87464,0.005347,0.005347,0.005347
143,1594.16,0.78696,1.0148,0.74187,0.8945,0.81824,0.80087,0.84391,0.69096,0.81344,0.79598,0.83636,0.53715,0.68239,0.8244,0.69644,0.8761,0.005314,0.005314,0.005314
144,1606.99,0.79575,1.01974,0.745,0.89732,0.84178,0.77914,0.8542,0.69897,0.83731,0.7751,0.84301,0.54489,0.69963,0.84678,0.71422,0.88103,0.005281,0.005281,0.005281
145,1618.3,0.7766,0.98312,0.71446,0.88864,0.77999,0.78454,0.83099,0.67957,0.78952,0.77292,0.8214,0.52656,0.68921,0.85724,0.8049,0.88162,0.005248,0.005248,0.005248
146,1629,0.76852,0.96448,0.70922,0.88748,0.82144,0.78947,0.86386,0.71079,0.82723,0.7795,0.85516,0.5482,0.68052,0.84369,0.69947,0.87441,0.005215,0.005215,0.005215
147,1639.78,0.77801,0.98884,0.72449,0.89152,0.81698,0.80387,0.85444,0.69783,0.81453,0.79803,0.8451,0.52543,0.69262,0.85653,0.72636,0.8796,0.005182,0.005182,0.005182
148,1650.44,0.76253,0.9612,0.69676,0.88168,0.85676,0.81131,0.87497,0.71245,0.85308,0.80614,0.86564,0.55295,0.68638,0.80873,0.65481,0.87406,0.005149,0.005149,0.005149
149,1661.53,0.77935,1.00277,0.71804,0.89243,0.86725,0.82176,0.88164,0.72565,0.86554,0.81878,0.87264,0.55759,0.66401,0.81422,0.63073,0.86808,0.005116,0.005116,0.005116
150,1672.81,0.77483,0.99941,0.71966,0.89313,0.78511,0.80262,0.8335,0.68107,0.78987,0.79011,0.8243,0.5247,0.69769,0.84978,0.7654,0.87811,0.005083,0.005083,0.005083
151,1683.53,0.76337,0.99824,0.7131,0.89041,0.85375,0.78409,0.86555,0.7092,0.85165,0.78078,0.85856,0.55509,0.66962,0.81353,0.70056,0.87198,0.00505,0.00505,0.00505
152,1694.39,0.78107,1.00267,0.72801,0.89459,0.83352,0.78618,0.85227,0.69803,0.83039,0.78509,0.84762,0.54292,0.68551,0.82774,0.72558,0.87566,0.005017,0.005017,0.005017
153,1705.09,0.77151,0.99355,0.7038,0.8894,0.83809,0.81322,0.86655,0.70973,0.83082,0.80146,0.85608,0.54156,0.68191,0.82866,0.69609,0.87449,0.004984,0.004984,0.004984
154,1715.75,0.75208,0.97741,0.69212,0.88426,0.81601,0.80868,0.85211,0.69704,0.83973,0.78549,0.84338,0.54179,0.687,0.80663,0.7379,0.8737,0.004951,0.004951,0.004951
155,1726.43,0.76673,0.9863,0.69936,0.88919,0.83349,0.82098,0.86771,0.70877,0.82998,0.81728,0.85995,0.55334,0.67847,0.79767,0.68774,0.87235,0.004918,0.004918,0.004918
156,1737.09,0.74983,0.96281,0.68928,0.8826,0.86205,0.7919,0.86522,0.71705,0.85359,0.78707,0.85811,0.55593,0.67226,0.7989,0.66628,0.87047,0.004885,0.004885,0.004885
157,1747.87,0.76977,0.99569,0.70315,0.88754,0.81924,0.78425,0.846,0.69404,0.81564,0.77341,0.8319,0.52243,0.68995,0.84037,0.76581,0.87984,0.004852,0.004852,0.004852
158,1758.64,0.75547,0.95589,0.68295,0.88426,0.84399,0.80008,0.86138,0.70732,0.83294,0.79311,0.84731,0.55065,0.66561,0.80928,0.69713,0.8731,0.004819,0.004819,0.004819
159,1770.06,0.75561,0.99616,0.69934,0.88752,0.87845,0.79805,0.87355,0.71412,0.87778,0.78887,0.86437,0.54393,0.67848,0.81991,0.65036,0.8731,0.004786,0.004786,0.004786
160,1781.37,0.7477,0.96316,0.68326,0.88363,0.86233,0.79116,0.86614,0.71296,0.85629,0.78313,0.85591,0.55647,0.67358,0.79915,0.70508,0.8715,0.004753,0.004753,0.004753
161,1792.82,0.75636,0.98264,0.69357,0.8857,0.84797,0.81277,0.87521,0.71725,0.84357,0.80764,0.86756,0.56023,0.67334,0.80204,0.67226,0.8738,0.00472,0.00472,0.00472
162,1804.07,0.74629,0.96023,0.69824,0.88423,0.82813,0.82517,0.86958,0.70982,0.82175,0.814,0.85546,0.54041,0.67944,0.84144,0.67826,0.87633,0.004687,0.004687,0.004687
163,1815.45,0.7531,0.97686,0.69787,0.88565,0.83649,0.79703,0.85337,0.70223,0.82762,0.78638,0.83917,0.53219,0.67165,0.8471,0.72172,0.87268,0.004654,0.004654,0.004654
164,1826.19,0.76203,0.9821,0.69673,0.88844,0.83541,0.82015,0.86608,0.71393,0.82949,0.81459,0.85826,0.55302,0.66468,0.80312,0.68903,0.8681,0.004621,0.004621,0.004621
165,1836.9,0.75838,0.97051,0.67756,0.88572,0.80162,0.78918,0.84354,0.68827,0.80674,0.77419,0.8329,0.53309,0.68711,0.84105,0.80613,0.87328,0.004588,0.004588,0.004588
166,1848.14,0.75442,0.98248,0.70145,0.88688,0.85587,0.8112,0.87008,0.71091,0.8548,0.80775,0.86155,0.53357,0.67763,0.84912,0.69409,0.87364,0.004555,0.004555,0.004555
167,1859.36,0.73958,0.93948,0.65851,0.87797,0.85477,0.8257,0.87921,0.72698,0.84877,0.82014,0.8699,0.5579,0.66213,0.79847,0.65164,0.86835,0.004522,0.004522,0.004522
168,1870.67,0.73794,0.95185,0.66657,0.88034,0.86529,0.81292,0.87961,0.72739,0.86058,0.8071,0.87,0.56999,0.66159,0.79339,0.64606,0.86753,0.004489,0.004489,0.004489
169,1881.81,0.73275,0.94022,0.65721,0.87753,0.84913,0.81967,0.87411,0.713,0.84039,0.8102,0.85909,0.53804,0.68055,0.85257,0.65145,0.87568,0.004456,0.004456,0.004456
170,1892.68,0.75693,0.97818,0.67986,0.88462,0.83533,0.79634,0.85116,0.7012,0.83233,0.79162,0.8424,0.55061,0.66559,0.80897,0.75405,0.87157,0.004423,0.004423,0.004423
171,1903.92,0.73146,0.93593,0.66486,0.87858,0.86748,0.82385,0.88745,0.73584,0.86904,0.81343,0.8803,0.5778,0.65222,0.77874,0.64425,0.86817,0.00439,0.00439,0.00439
172,1915.7,0.73994,0.96205,0.66371,0.88276,0.8883,0.83002,0.89837,0.74528,0.8886,0.82041,0.89149,0.58079,0.65041,0.77623,0.59541,0.86652,0.004357,0.004357,0.004357
173,1927.03,0.73313,0.95707,0.64699,0.87926,0.89268,0.80243,0.89472,0.74304,0.89113,0.79934,0.88678,0.57548,0.64978,0.78889,0.60543,0.86221,0.004324,0.004324,0.004324
174,1939.27,0.72528,0.93738,0.64564,0.87509,0.84749,0.82459,0.87546,0.72502,0.84439,0.81961,0.86921,0.55162,0.64775,0.79247,0.65834,0.86361,0.004291,0.004291,0.004291
175,1950.74,0.71392,0.93009,0.62886,0.8749,0.86958,0.82037,0.88103,0.7359,0.86525,0.81631,0.87454,0.56403,0.63653,0.80066,0.63345,0.86119,0.004258,0.004258,0.004258
176,1961.84,0.74305,0.97124,0.6695,0.88542,0.85846,0.83474,0.88727,0.73559,0.86122,0.82145,0.87986,0.55767,0.64873,0.81567,0.62227,0.86264,0.004225,0.004225,0.004225
177,1972.43,0.72528,0.94727,0.64932,0.87845,0.88985,0.83769,0.89879,0.7481,0.89093,0.82942,0.89109,0.57795,0.63108,0.7751,0.59357,0.86069,0.004192,0.004192,0.004192
178,1983.24,0.72857,0.95564,0.64668,0.8737,0.86879,0.80681,0.8742,0.72301,0.86276,0.8038,0.86694,0.56034,0.6464,0.79552,0.65078,0.86751,0.004159,0.004159,0.004159
179,1994.02,0.73813,0.94432,0.6477,0.87503,0.86382,0.83903,0.88617,0.73821,0.85915,0.83138,0.87769,0.5674,0.64991,0.80672,0.64121,0.86809,0.004126,0.004126,0.004126
180,2004.84,0.71935,0.95051,0.64756,0.87917,0.88111,0.82894,0.88932,0.74044,0.87587,0.82048,0.87991,0.57172,0.63513,0.78937,0.62647,0.86087,0.004093,0.004093,0.004093
181,2015.52,0.72837,0.94765,0.64015,0.87956,0.86634,0.8303,0.89127,0.74512,0.86767,0.82283,0.8821,0.57831,0.6361,0.78826,0.61508,0.86083,0.00406,0.00406,0.00406
182,2026.18,0.73698,0.95536,0.6639,0.88067,0.85563,0.83699,0.8881,0.73634,0.85874,0.82325,0.87803,0.56707,0.64734,0.79833,0.62594,0.86322,0.004027,0.004027,0.004027
183,2037.01,0.72065,0.93972,0.63089,0.87405,0.88714,0.83889,0.90304,0.75829,0.88468,0.83453,0.89521,0.59004,0.62167,0.77308,0.58618,0.85824,0.003994,0.003994,0.003994
184,2048.48,0.73092,0.96084,0.65568,0.8843,0.82687,0.82994,0.86434,0.71518,0.82268,0.82363,0.8546,0.53934,0.65232,0.82241,0.71587,0.86643,0.003961,0.003961,0.003961
185,2059.19,0.7222,0.95122,0.63412,0.87541,0.867,0.84896,0.89378,0.74851,0.86245,0.84419,0.88348,0.57431,0.63104,0.79328,0.60679,0.86094,0.003928,0.003928,0.003928
186,2070.29,0.72997,0.96388,0.65129,0.87976,0.85931,0.81991,0.89138,0.73888,0.85472,0.81551,0.88114,0.56177,0.65376,0.79427,0.64027,0.86228,0.003895,0.003895,0.003895
187,2081,0.69945,0.91002,0.61901,0.8705,0.84909,0.84185,0.88891,0.74627,0.85,0.82999,0.87945,0.57366,0.62497,0.7844,0.62059,0.8579,0.003862,0.003862,0.003862
188,2092.11,0.71711,0.94774,0.63643,0.87325,0.89797,0.83262,0.89879,0.75049,0.89443,0.82891,0.89113,0.58601,0.63203,0.77774,0.60369,0.85763,0.003829,0.003829,0.003829
189,2104.06,0.7256,0.94773,0.63893,0.87542,0.86469,0.82815,0.88748,0.7406,0.8591,0.81905,0.88138,0.57593,0.63672,0.78901,0.65246,0.86148,0.003796,0.003796,0.003796
190,2115.19,0.72106,0.95826,0.63279,0.87816,0.89814,0.82665,0.89736,0.74462,0.89138,0.82112,0.88795,0.57755,0.63439,0.7759,0.58472,0.85735,0.003763,0.003763,0.003763
191,2126.31,0.72208,0.9354,0.63016,0.87656,0.87459,0.82157,0.88468,0.73937,0.87668,0.81646,0.87552,0.57713,0.63104,0.7763,0.63217,0.85791,0.00373,0.00373,0.00373
192,2137.19,0.71086,0.91102,0.61697,0.86744,0.86905,0.8592,0.89856,0.75091,0.87764,0.84172,0.88998,0.58219,0.64555,0.7771,0.59302,0.86139,0.003697,0.003697,0.003697
193,2148.19,0.71034,0.9218,0.61879,0.87055,0.85492,0.84311,0.8916,0.74237,0.85945,0.83338,0.88469,0.57572,0.63867,0.77725,0.62884,0.86129,0.003664,0.003664,0.003664
194,2159.16,0.72576,0.94418,0.62711,0.87517,0.85686,0.86108,0.90795,0.75798,0.87317,0.8388,0.89817,0.58397,0.63303,0.79539,0.58022,0.85825,0.003631,0.003631,0.003631
195,2170.09,0.71003,0.92876,0.60992,0.87061,0.90008,0.85182,0.91439,0.76408,0.89859,0.84313,0.90468,0.58385,0.63233,0.7828,0.54889,0.85913,0.003598,0.003598,0.003598
196,2181.37,0.71904,0.93904,0.62979,0.87535,0.89929,0.84546,0.91217,0.76464,0.89485,0.83837,0.90216,0.58564,0.62539,0.77847,0.56636,0.85961,0.003565,0.003565,0.003565
197,2192.52,0.70032,0.91857,0.60246,0.86977,0.88959,0.84606,0.91099,0.76929,0.88456,0.84122,0.9043,0.59051,0.62146,0.77126,0.56168,0.85647,0.003532,0.003532,0.003532
198,2203.96,0.71324,0.94564,0.63089,0.87488,0.89499,0.85033,0.91153,0.76682,0.89946,0.84501,0.90409,0.60308,0.61564,0.76547,0.55065,0.85549,0.003499,0.003499,0.003499
199,2215.16,0.69834,0.91698,0.60839,0.87362,0.89347,0.8573,0.91789,0.76972,0.8929,0.85222,0.91086,0.60117,0.60935,0.75198,0.54223,0.85589,0.003466,0.003466,0.003466
200,2226.4,0.69783,0.92746,0.61026,0.87171,0.90151,0.86261,0.9169,0.77553,0.89867,0.85974,0.90917,0.60308,0.60856,0.7436,0.53222,0.85632,0.003433,0.003433,0.003433
201,2237.67,0.71471,0.94455,0.62172,0.87343,0.90792,0.85346,0.91931,0.77243,0.9048,0.84482,0.90735,0.58911,0.61414,0.76137,0.5268,0.85905,0.0034,0.0034,0.0034
202,2248.44,0.69945,0.94149,0.62639,0.87466,0.88582,0.85381,0.91015,0.76948,0.88247,0.84271,0.89888,0.5904,0.6057,0.75975,0.56861,0.85442,0.003367,0.003367,0.003367
203,2259.09,0.69475,0.91768,0.61142,0.87055,0.87468,0.84955,0.89435,0.7522,0.87289,0.84445,0.88577,0.5788,0.61191,0.76912,0.63188,0.85561,0.003334,0.003334,0.003334
204,2269.84,0.69565,0.92637,0.60913,0.87194,0.86317,0.85939,0.89907,0.75759,0.87585,0.84051,0.88953,0.59235,0.60145,0.747,0.58835,0.85066,0.003301,0.003301,0.003301
205,2280.69,0.70538,0.9492,0.62243,0.87415,0.90045,0.85291,0.91411,0.7691,0.8947,0.84717,0.90492,0.59945,0.60776,0.74709,0.54968,0.85293,0.003268,0.003268,0.003268
206,2291.54,0.68994,0.89838,0.58613,0.86091,0.90215,0.86107,0.91758,0.77506,0.89691,0.85379,0.90709,0.59774,0.60586,0.76898,0.54054,0.85039,0.003235,0.003235,0.003235
207,2302.24,0.67915,0.88673,0.58612,0.86207,0.87249,0.85924,0.91021,0.76898,0.87426,0.85146,0.90145,0.59136,0.60951,0.77167,0.57272,0.85127,0.003202,0.003202,0.003202
208,2313,0.69497,0.91615,0.59832,0.87012,0.89462,0.8564,0.90926,0.77041,0.89931,0.84216,0.90133,0.59026,0.61013,0.77138,0.54129,0.85311,0.003169,0.003169,0.003169
209,2323.74,0.69978,0.91239,0.6062,0.86918,0.89217,0.86668,0.91857,0.77723,0.88888,0.85875,0.91053,0.60161,0.60067,0.74511,0.53739,0.85229,0.003136,0.003136,0.003136
210,2334.95,0.69487,0.91677,0.59738,0.86982,0.90658,0.88349,0.92939,0.79325,0.90239,0.87689,0.92062,0.61496,0.59009,0.73751,0.48972,0.84883,0.003103,0.003103,0.003103
211,2346.08,0.6791,0.90663,0.58549,0.86861,0.8904,0.87622,0.92449,0.77853,0.88495,0.86823,0.91303,0.60029,0.60152,0.75583,0.5214,0.85269,0.00307,0.00307,0.00307
212,2356.81,0.67724,0.88775,0.57951,0.86237,0.88371,0.84507,0.89604,0.75275,0.87957,0.84132,0.88606,0.57792,0.6223,0.7757,0.6062,0.85443,0.003037,0.003037,0.003037
213,2367.58,0.7064,0.96019,0.62326,0.87553,0.89068,0.85161,0.9096,0.77231,0.88693,0.84782,0.90283,0.60016,0.60132,0.74155,0.57184,0.84963,0.003004,0.003004,0.003004
214,2378.75,0.70072,0.918,0.59451,0.86979,0.87917,0.83853,0.89844,0.7543,0.87304,0.83379,0.89075,0.58175,0.61924,0.767,0.60561,0.85636,0.002971,0.002971,0.002971
215,2389.99,0.69062,0.90395,0.58346,0.86617,0.88914,0.86067,0.9157,0.77689,0.8838,0.8548,0.90721,0.59911,0.6016,0.74003,0.55944,0.85207,0.002938,0.002938,0.002938
216,2400.78,0.682,0.89403,0.58608,0.86469,0.8884,0.87522,0.91926,0.77852,0.88248,0.86641,0.90834,0.5991,0.60425,0.7413,0.54293,0.85006,0.002905,0.002905,0.002905
217,2411.58,0.67505,0.88584,0.57584,0.86523,0.90306,0.8771,0.92963,0.79345,0.91078,0.85813,0.91849,0.61523,0.5925,0.7249,0.51265,0.84709,0.002872,0.002872,0.002872
218,2422.86,0.68515,0.92026,0.59452,0.86748,0.90972,0.8656,0.92216,0.78258,0.90388,0.85992,0.91055,0.59564,0.58974,0.74825,0.53437,0.84691,0.002839,0.002839,0.002839
219,2433.57,0.6548,0.85784,0.55496,0.85604,0.89351,0.88164,0.9192,0.77956,0.88871,0.87672,0.91075,0.60022,0.59186,0.7449,0.52015,0.84678,0.002806,0.002806,0.002806
220,2444.21,0.67324,0.90043,0.57906,0.86343,0.90154,0.88162,0.92484,0.78632,0.91304,0.86411,0.91513,0.59983,0.59153,0.75419,0.50219,0.84551,0.002773,0.002773,0.002773
221,2454.9,0.67708,0.89626,0.57504,0.86087,0.90188,0.87501,0.92111,0.78356,0.89867,0.86445,0.91251,0.60038,0.59126,0.73814,0.52696,0.8485,0.00274,0.00274,0.00274
222,2465.59,0.66965,0.88431,0.56634,0.8605,0.93547,0.87233,0.93492,0.79881,0.93456,0.86834,0.92545,0.6153,0.58383,0.72134,0.48482,0.84745,0.002707,0.002707,0.002707
223,2476.83,0.69126,0.91973,0.59487,0.86717,0.93034,0.87566,0.93399,0.79672,0.92493,0.87252,0.92358,0.61502,0.58096,0.72216,0.48146,0.84388,0.002674,0.002674,0.002674
224,2487.5,0.67673,0.91071,0.57868,0.86377,0.90882,0.87592,0.92434,0.78927,0.90242,0.86931,0.91571,0.61374,0.58115,0.72987,0.51109,0.84601,0.002641,0.002641,0.002641
225,2498.17,0.65057,0.86523,0.54767,0.85831,0.91197,0.85859,0.92295,0.79313,0.90857,0.85495,0.91601,0.61632,0.57838,0.7352,0.50624,0.84687,0.002608,0.002608,0.002608
226,2508.85,0.66234,0.8633,0.5554,0.85951,0.9233,0.87301,0.9291,0.79556,0.91628,0.86631,0.91752,0.61619,0.58135,0.72189,0.49263,0.84476,0.002575,0.002575,0.002575
227,2519.59,0.66321,0.88592,0.56808,0.86259,0.90992,0.87989,0.93147,0.7964,0.90079,0.87709,0.92154,0.61586,0.58366,0.72838,0.48703,0.84679,0.002542,0.002542,0.002542
228,2530.36,0.67934,0.8808,0.57319,0.8623,0.91941,0.88148,0.93364,0.79841,0.9135,0.87562,0.92453,0.6173,0.57287,0.71578,0.48711,0.84129,0.002509,0.002509,0.002509
229,2541.47,0.67466,0.9033,0.57862,0.86571,0.91414,0.87756,0.93288,0.79777,0.92419,0.86604,0.92355,0.62399,0.57515,0.71895,0.48912,0.8419,0.002476,0.002476,0.002476
230,2552.57,0.6876,0.92859,0.59157,0.868,0.92457,0.88279,0.93682,0.80289,0.91967,0.87689,0.92571,0.61835,0.57217,0.72107,0.47606,0.84268,0.002443,0.002443,0.002443
231,2563.84,0.67037,0.89837,0.56947,0.86072,0.88295,0.86831,0.91827,0.77928,0.8814,0.86432,0.91029,0.60594,0.59537,0.7517,0.53347,0.84926,0.00241,0.00241,0.00241
232,2574.62,0.66533,0.89959,0.56191,0.86127,0.91042,0.87453,0.932,0.79658,0.9043,0.8675,0.92081,0.61981,0.57458,0.72325,0.49668,0.84033,0.002377,0.002377,0.002377
233,2585.29,0.6692,0.9144,0.5766,0.86522,0.89454,0.87089,0.92803,0.79249,0.8961,0.85749,0.91679,0.60748,0.57949,0.73103,0.51303,0.84401,0.002344,0.002344,0.002344
234,2596.11,0.67864,0.91318,0.58799,0.86747,0.90161,0.89279,0.93372,0.79542,0.89786,0.88098,0.92196,0.61363,0.57488,0.72402,0.48556,0.8437,0.002311,0.002311,0.002311
235,2606.93,0.67532,0.89544,0.56962,0.86096,0.91221,0.87252,0.92558,0.78988,0.90764,0.86786,0.91641,0.61026,0.57766,0.71542,0.49807,0.84281,0.002278,0.002278,0.002278
236,2617.78,0.6691,0.89885,0.57278,0.86338,0.88114,0.87581,0.9269,0.79151,0.92054,0.83706,0.9153,0.60929,0.57608,0.71567,0.50538,0.84232,0.002245,0.002245,0.002245
237,2629.24,0.67996,0.91247,0.57748,0.86614,0.87775,0.87141,0.91837,0.78169,0.87602,0.86413,0.90929,0.60032,0.58501,0.74419,0.53658,0.84519,0.002212,0.002212,0.002212
238,2640.02,0.66863,0.89295,0.56546,0.86493,0.90894,0.87913,0.929,0.79962,0.90783,0.87434,0.92005,0.61789,0.5694,0.71772,0.48857,0.84168,0.002179,0.002179,0.002179
239,2650.84,0.67486,0.90407,0.57079,0.86198,0.88988,0.88011,0.92826,0.79444,0.88958,0.87237,0.91982,0.62242,0.57089,0.7101,0.51247,0.84202,0.002146,0.002146,0.002146
240,2661.65,0.67084,0.89761,0.56921,0.8653,0.87581,0.86223,0.90842,0.77739,0.87221,0.85674,0.89993,0.60565,0.57491,0.73432,0.54791,0.84279,0.002113,0.002113,0.002113
241,2672.4,0.65283,0.8746,0.55155,0.85961,0.8881,0.87693,0.92578,0.79642,0.89981,0.86236,0.91695,0.61455,0.56889,0.7307,0.50421,0.84129,0.00208,0.00208,0.00208
242,2683.33,0.64983,0.85744,0.53931,0.85799,0.89573,0.88057,0.91847,0.78973,0.88985,0.87523,0.90928,0.60889,0.56538,0.72836,0.51637,0.84232,0.002047,0.002047,0.002047
243,2694.14,0.64593,0.87063,0.54633,0.85889,0.91645,0.88461,0.93146,0.8033,0.91213,0.87719,0.92326,0.62007,0.55871,0.71191,0.48441,0.83906,0.002014,0.002014,0.002014
244,2705.31,0.65051,0.88807,0.55049,0.85816,0.90875,0.89717,0.93831,0.80469,0.92098,0.87171,0.92703,0.61678,0.56297,0.71628,0.47003,0.84028,0.001981,0.001981,0.001981
245,2716.43,0.66032,0.89081,0.55415,0.86136,0.90237,0.90363,0.93653,0.80547,0.89462,0.89626,0.92666,0.61507,0.56098,0.72583,0.47506,0.83902,0.001948,0.001948,0.001948
246,2727.12,0.66964,0.90952,0.56582,0.86375,0.9075,0.8958,0.93526,0.80101,0.90132,0.88994,0.92382,0.61988,0.57072,0.72932,0.48307,0.8423,0.001915,0.001915,0.001915
247,2737.89,0.64126,0.85599,0.53749,0.85615,0.93553,0.89673,0.93721,0.80911,0.93862,0.88911,0.92898,0.62196,0.5549,0.70612,0.45374,0.83869,0.001882,0.001882,0.001882
248,2749.11,0.64831,0.87975,0.55027,0.86171,0.91145,0.88933,0.93533,0.80075,0.90885,0.88112,0.92533,0.62109,0.56937,0.72016,0.48238,0.84133,0.001849,0.001849,0.001849
249,2759.95,0.65268,0.88255,0.55378,0.86091,0.91593,0.90507,0.94178,0.81142,0.91403,0.89437,0.93233,0.6259,0.55524,0.69792,0.45996,0.8404,0.001816,0.001816,0.001816
250,2771.19,0.65249,0.87247,0.54778,0.85736,0.89802,0.89855,0.93778,0.8053,0.89453,0.89405,0.93035,0.61978,0.56376,0.72821,0.476,0.83985,0.001783,0.001783,0.001783
251,2781.86,0.65617,0.88407,0.55019,0.85788,0.91652,0.8806,0.93557,0.80265,0.92988,0.86035,0.92512,0.62115,0.56243,0.72255,0.47533,0.83813,0.00175,0.00175,0.00175
252,2792.51,0.656,0.89073,0.54866,0.85861,0.92834,0.89661,0.9407,0.8137,0.92723,0.8934,0.93397,0.62859,0.55217,0.70262,0.4562,0.83675,0.001717,0.001717,0.001717
253,2803.5,0.63689,0.86018,0.53994,0.8578,0.8994,0.89994,0.93229,0.80211,0.89702,0.89672,0.92668,0.61591,0.56397,0.71036,0.48409,0.83774,0.001684,0.001684,0.001684
254,2814.05,0.63558,0.85701,0.5339,0.85705,0.91513,0.89424,0.93669,0.80637,0.91088,0.88643,0.9277,0.61715,0.55243,0.70897,0.48123,0.83675,0.001651,0.001651,0.001651
255,2824.69,0.6387,0.85211,0.53341,0.85461,0.90399,0.90109,0.93962,0.80789,0.90573,0.89137,0.93208,0.62875,0.55651,0.70579,0.47108,0.83949,0.001618,0.001618,0.001618
256,2835.36,0.64022,0.86714,0.53224,0.85676,0.91041,0.8988,0.9397,0.8103,0.91237,0.88746,0.93085,0.62554,0.55469,0.70829,0.46239,0.83872,0.001585,0.001585,0.001585
257,2846.08,0.65813,0.90302,0.55,0.86124,0.92853,0.875,0.93756,0.80819,0.92488,0.8691,0.92778,0.62574,0.55584,0.70526,0.47507,0.83985,0.001552,0.001552,0.001552
258,2856.82,0.64899,0.8898,0.54401,0.85934,0.93599,0.87821,0.94077,0.81173,0.92882,0.87043,0.92948,0.62975,0.54788,0.69146,0.47695,0.83713,0.001519,0.001519,0.001519
259,2867.56,0.64244,0.86888,0.54443,0.85879,0.91734,0.87836,0.93311,0.80508,0.91058,0.87202,0.92188,0.62025,0.55356,0.70805,0.48345,0.83894,0.001486,0.001486,0.001486
260,2878.25,0.63496,0.86838,0.53248,0.85332,0.92396,0.89981,0.94062,0.81336,0.91711,0.88978,0.92907,0.62363,0.54467,0.70441,0.46285,0.83619,0.001453,0.001453,0.001453
261,2888.99,0.64339,0.86492,0.5399,0.85587,0.92776,0.89679,0.94117,0.81438,0.92428,0.88684,0.93191,0.63107,0.54633,0.70765,0.46097,0.83701,0.00142,0.00142,0.00142
262,2900.11,0.63823,0.87597,0.5322,0.85594,0.91422,0.89923,0.93873,0.81408,0.90816,0.8929,0.93036,0.62911,0.54325,0.70799,0.45946,0.83687,0.001387,0.001387,0.001387
263,2910.72,0.61986,0.83358,0.51335,0.85273,0.92279,0.88823,0.93913,0.8106,0.91754,0.8827,0.93155,0.63199,0.55148,0.6948,0.46775,0.83662,0.001354,0.001354,0.001354
264,2921.73,0.64242,0.8661,0.5356,0.85647,0.91953,0.9132,0.94829,0.82844,0.92962,0.89426,0.93869,0.64031,0.53486,0.67774,0.43899,0.83326,0.001321,0.001321,0.001321
265,2933.83,0.63208,0.85028,0.51872,0.84838,0.92945,0.89553,0.94467,0.81211,0.9237,0.88457,0.93219,0.62769,0.54917,0.69749,0.4637,0.83571,0.001288,0.001288,0.001288
266,2945.32,0.64212,0.88144,0.53506,0.85611,0.94631,0.88631,0.93983,0.80943,0.93985,0.8792,0.92803,0.61892,0.54986,0.70371,0.45064,0.83487,0.001255,0.001255,0.001255
267,2956.75,0.641,0.86974,0.543,0.85534,0.92822,0.88785,0.93644,0.80915,0.92885,0.87224,0.92379,0.62387,0.55057,0.69915,0.47071,0.83527,0.001222,0.001222,0.001222
