epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
131,797.171,0.98131,1.22367,1.05844,0.95319,0.64637,0.65481,0.68897,0.50939,0.64027,0.65263,0.6833,0.4122,0.87423,1.01593,1.0787,0.94982,0.00571,0.00571,0.00571
132,803.005,0.96191,1.21408,1.02688,0.9484,0.67189,0.65743,0.70761,0.54074,0.6681,0.65477,0.70405,0.42989,0.86064,0.99054,1.01889,0.94758,0.005677,0.005677,0.005677
133,808.835,0.94736,1.17514,1.00696,0.93925,0.64398,0.69765,0.7069,0.52933,0.6386,0.69216,0.69777,0.42728,0.85154,0.98928,1.02226,0.93596,0.005644,0.005644,0.005644
134,814.704,0.94789,1.18027,1.02499,0.94424,0.70605,0.64964,0.71502,0.54039,0.68957,0.65446,0.70928,0.4272,0.85274,1.0281,1.02556,0.93575,0.005611,0.005611,0.005611
135,820.576,0.9599,1.20593,1.0306,0.94236,0.65571,0.68435,0.70785,0.53591,0.6552,0.68419,0.7041,0.43136,0.85359,1.00221,1.04585,0.93768,0.005578,0.005578,0.005578
136,826.477,0.96472,1.20602,1.02923,0.94833,0.65434,0.70526,0.71963,0.54322,0.65093,0.70301,0.71556,0.4417,0.83503,0.98959,1.00336,0.92808,0.005545,0.005545,0.005545
137,832.353,0.95834,1.2073,1.0215,0.94676,0.66447,0.66043,0.68778,0.5155,0.66152,0.65713,0.68423,0.41564,0.85667,1.01,1.16311,0.93322,0.005512,0.005512,0.005512
138,838.316,0.98171,1.24197,1.05277,0.95553,0.67357,0.67093,0.70369,0.53273,0.67048,0.66818,0.69831,0.41422,0.87686,1.02139,1.10938,0.94289,0.005479,0.005479,0.005479
139,844.204,0.95985,1.18709,1.00588,0.9418,0.66281,0.682,0.68696,0.51863,0.66174,0.67787,0.68322,0.41079,0.87698,1.01099,1.10284,0.94863,0.005446,0.005446,0.005446
140,850,0.94669,1.17973,1.00185,0.9428,0.6863,0.70737,0.72077,0.55307,0.68209,0.70426,0.71391,0.45448,0.83907,0.98008,0.99507,0.92879,0.005413,0.005413,0.005413
141,856.05,0.96076,1.21025,1.0185,0.94597,0.68947,0.71223,0.74274,0.56269,0.67644,0.70234,0.73215,0.45251,0.83616,0.95746,0.94228,0.92911,0.00538,0.00538,0.00538
142,862.082,0.95728,1.20359,0.9996,0.94315,0.69355,0.68841,0.72968,0.55986,0.69043,0.68649,0.72588,0.4511,0.84284,0.9986,0.98891,0.93329,0.005347,0.005347,0.005347
143,868.06,0.95649,1.21008,1.01213,0.94463,0.66547,0.68901,0.70799,0.52809,0.68017,0.66961,0.70314,0.42579,0.86592,1.03549,1.04631,0.93956,0.005314,0.005314,0.005314
144,874.036,0.96324,1.22031,1.02097,0.94849,0.65259,0.70023,0.71719,0.54464,0.65009,0.69298,0.70999,0.43113,0.8427,1.02131,1.05724,0.93397,0.005281,0.005281,0.005281
145,879.962,0.94915,1.18046,0.98147,0.93829,0.59536,0.64181,0.65093,0.4835,0.59458,0.64148,0.64585,0.38586,0.85011,1.02393,1.37762,0.93732,0.005248,0.005248,0.005248
146,885.702,0.93608,1.15071,0.97897,0.93649,0.69732,0.65852,0.72871,0.55736,0.69578,0.65036,0.71939,0.44584,0.8249,0.97722,1.01516,0.92577,0.005215,0.005215,0.005215
147,891.448,0.9376,1.18099,0.98831,0.93836,0.73454,0.67448,0.73875,0.56905,0.73102,0.67417,0.73242,0.45207,0.82727,0.96747,0.94987,0.92293,0.005182,0.005182,0.005182
148,897.407,0.93191,1.1598,0.96842,0.93133,0.71554,0.64636,0.72784,0.55136,0.71193,0.64397,0.72211,0.43938,0.84992,0.96851,1.03381,0.93068,0.005149,0.005149,0.005149
149,903.372,0.95474,1.20389,0.98067,0.94375,0.72312,0.69014,0.74713,0.56873,0.72758,0.68676,0.74417,0.45458,0.83049,0.9875,0.96946,0.92725,0.005116,0.005116,0.005116
150,909.195,0.95148,1.20362,0.99233,0.94863,0.65568,0.67575,0.69315,0.52105,0.65396,0.67149,0.68967,0.41089,0.85333,1.01548,1.11401,0.94057,0.005083,0.005083,0.005083
151,914.947,0.93707,1.18958,0.98753,0.9426,0.6989,0.67826,0.70912,0.53602,0.69645,0.67286,0.70383,0.42218,0.84563,0.99387,1.0422,0.93279,0.00505,0.00505,0.00505
152,920.928,0.94529,1.20313,0.99386,0.94132,0.65143,0.68939,0.70841,0.54518,0.64796,0.68612,0.70386,0.43164,0.83732,0.99329,1.03038,0.92858,0.005017,0.005017,0.005017
153,926.763,0.94326,1.19293,0.97166,0.93926,0.69928,0.72451,0.75515,0.57887,0.6962,0.71807,0.74764,0.45327,0.8354,0.98301,0.92916,0.92652,0.004984,0.004984,0.004984
154,932.567,0.92494,1.16868,0.95004,0.93593,0.72532,0.70501,0.76111,0.58386,0.71912,0.70087,0.75403,0.4591,0.82861,0.98728,0.93101,0.93017,0.004951,0.004951,0.004951
155,938.505,0.93917,1.19191,0.96683,0.93998,0.772,0.68269,0.76938,0.58691,0.77254,0.68409,0.76675,0.47567,0.82484,0.95427,0.88983,0.92618,0.004918,0.004918,0.004918
156,944.46,0.92341,1.16506,0.96461,0.93308,0.77562,0.65967,0.75613,0.57138,0.77004,0.65527,0.74551,0.45378,0.84152,0.96456,0.92966,0.93261,0.004885,0.004885,0.004885
157,950.241,0.94236,1.19734,0.96998,0.9377,0.70824,0.70686,0.74135,0.56938,0.70649,0.70402,0.73527,0.44997,0.85189,0.9762,0.97301,0.93845,0.004852,0.004852,0.004852
158,956.177,0.9382,1.16916,0.95222,0.93725,0.77424,0.69919,0.76868,0.59298,0.76938,0.69483,0.76135,0.47955,0.81879,0.94135,0.93425,0.92184,0.004819,0.004819,0.004819
159,962.117,0.93699,1.19761,0.96768,0.93994,0.73296,0.70846,0.75932,0.58207,0.73031,0.70614,0.75144,0.46038,0.8221,0.96857,0.9093,0.92143,0.004786,0.004786,0.004786
160,967.919,0.92238,1.16554,0.93487,0.9336,0.72477,0.74251,0.77154,0.59939,0.71834,0.73323,0.75977,0.48431,0.80558,0.94605,0.89694,0.91633,0.004753,0.004753,0.004753
161,973.787,0.93669,1.18064,0.94978,0.93568,0.77281,0.70237,0.7739,0.5927,0.77305,0.70039,0.76934,0.47953,0.82547,0.95319,0.87844,0.92362,0.00472,0.00472,0.00472
162,979.708,0.9115,1.15002,0.95061,0.93334,0.71512,0.68197,0.72335,0.55147,0.73005,0.66387,0.72008,0.43864,0.83877,0.98031,1.03262,0.92766,0.004687,0.004687,0.004687
163,985.432,0.91287,1.16477,0.92651,0.93275,0.70853,0.69943,0.73668,0.56184,0.70175,0.6935,0.72706,0.43623,0.85754,1.00623,0.99504,0.93594,0.004654,0.004654,0.004654
164,991.143,0.93468,1.17776,0.9399,0.93737,0.73687,0.70021,0.75955,0.58691,0.73429,0.69882,0.75269,0.46657,0.82038,0.95344,0.94958,0.92384,0.004621,0.004621,0.004621
165,996.914,0.92443,1.15756,0.92431,0.93358,0.75593,0.71221,0.78137,0.60143,0.75354,0.70955,0.77443,0.48515,0.81997,0.94999,0.88822,0.92508,0.004588,0.004588,0.004588
166,1003.01,0.92857,1.18331,0.94873,0.93778,0.75246,0.70769,0.77689,0.60318,0.75682,0.70149,0.77279,0.48004,0.80935,0.97785,0.87403,0.92079,0.004555,0.004555,0.004555
167,1008.81,0.9116,1.13708,0.90742,0.92499,0.77726,0.71903,0.78634,0.61454,0.76892,0.71004,0.77378,0.48536,0.80707,0.9437,0.87677,0.91682,0.004522,0.004522,0.004522
168,1014.76,0.91175,1.15655,0.91338,0.929,0.77322,0.7201,0.78435,0.61672,0.76665,0.70752,0.77615,0.49011,0.79757,0.93245,0.86221,0.91283,0.004489,0.004489,0.004489
169,1020.76,0.90077,1.13409,0.90773,0.92568,0.77371,0.72299,0.78535,0.61585,0.774,0.72391,0.78449,0.48698,0.80521,0.93986,0.85854,0.91578,0.004456,0.004456,0.004456
170,1026.55,0.92585,1.17542,0.92895,0.93204,0.71012,0.72792,0.76661,0.58738,0.73661,0.70624,0.76453,0.4732,0.81707,0.96539,0.94159,0.92243,0.004423,0.004423,0.004423
171,1032.26,0.91182,1.13286,0.90822,0.92766,0.72172,0.72518,0.75848,0.58352,0.71654,0.7213,0.7525,0.47192,0.81358,0.95812,0.97953,0.92143,0.00439,0.00439,0.00439
172,1038.04,0.91732,1.16585,0.93029,0.9339,0.78586,0.73287,0.79655,0.61771,0.78174,0.72918,0.78926,0.48981,0.81261,0.93948,0.85231,0.91743,0.004357,0.004357,0.004357
173,1044.02,0.91456,1.15658,0.90712,0.92911,0.75323,0.71875,0.77664,0.60426,0.74197,0.71073,0.76664,0.47849,0.79866,0.93898,0.8973,0.91521,0.004324,0.004324,0.004324
174,1049.71,0.91453,1.14572,0.91063,0.92991,0.77119,0.70728,0.773,0.58335,0.75947,0.69604,0.7604,0.46076,0.85138,0.9512,0.92331,0.92591,0.004291,0.004291,0.004291
175,1055.45,0.90257,1.13174,0.88349,0.92692,0.76302,0.72004,0.79214,0.61326,0.75999,0.71773,0.78589,0.48957,0.79396,0.93316,0.87254,0.91154,0.004258,0.004258,0.004258
176,1061.26,0.92035,1.17331,0.92351,0.93471,0.79938,0.72765,0.8058,0.62783,0.79762,0.71563,0.79247,0.50746,0.79319,0.93267,0.83501,0.91224,0.004225,0.004225,0.004225
177,1067.19,0.90208,1.14861,0.89524,0.93024,0.78682,0.72143,0.79677,0.61437,0.78255,0.71717,0.78715,0.48374,0.82067,0.94228,0.859,0.92436,0.004192,0.004192,0.004192
178,1072.99,0.90947,1.16044,0.88992,0.9249,0.77963,0.71435,0.77975,0.59243,0.77398,0.70965,0.77304,0.4742,0.84315,0.95957,0.88705,0.93131,0.004159,0.004159,0.004159
179,1078.85,0.91144,1.142,0.8897,0.92477,0.79792,0.72409,0.79676,0.6251,0.80953,0.71058,0.78854,0.49324,0.79312,0.92633,0.82052,0.91206,0.004126,0.004126,0.004126
180,1084.76,0.90415,1.16299,0.89378,0.92911,0.78402,0.73721,0.80226,0.63089,0.77446,0.73037,0.78818,0.50293,0.79028,0.91464,0.83332,0.90924,0.004093,0.004093,0.004093
181,1090.57,0.90918,1.14733,0.88498,0.92808,0.8373,0.7337,0.81722,0.63579,0.84089,0.73782,0.81197,0.51422,0.7902,0.9025,0.79656,0.91066,0.00406,0.00406,0.00406
182,1096.56,0.90885,1.15113,0.90178,0.93002,0.79556,0.76281,0.81674,0.63523,0.79388,0.76138,0.81178,0.50835,0.79159,0.91777,0.80713,0.91351,0.004027,0.004027,0.004027
183,1102.42,0.89379,1.13097,0.87019,0.92246,0.82912,0.73116,0.81554,0.64532,0.84505,0.71814,0.81078,0.50775,0.78881,0.91209,0.801,0.90901,0.003994,0.003994,0.003994
184,1108.47,0.9044,1.1545,0.89033,0.93405,0.77635,0.76032,0.8145,0.63176,0.77164,0.75559,0.80598,0.48908,0.7965,0.96089,0.84774,0.91771,0.003961,0.003961,0.003961
185,1114.26,0.90104,1.15689,0.88077,0.92352,0.79519,0.7582,0.82235,0.64641,0.79638,0.75079,0.81439,0.51164,0.79105,0.92019,0.7758,0.91159,0.003928,0.003928,0.003928
186,1120.13,0.9087,1.17402,0.89222,0.92976,0.79589,0.73171,0.81566,0.64013,0.78872,0.72332,0.80387,0.50339,0.79106,0.93643,0.80956,0.90663,0.003895,0.003895,0.003895
187,1125.93,0.88393,1.10729,0.86961,0.92126,0.79443,0.74879,0.81241,0.62928,0.78785,0.7359,0.79939,0.48409,0.81357,0.97663,0.83645,0.91991,0.003862,0.003862,0.003862
188,1131.73,0.90432,1.15394,0.88421,0.92362,0.82855,0.72463,0.81056,0.63677,0.8278,0.72364,0.80398,0.50461,0.79372,0.92238,0.8332,0.91102,0.003829,0.003829,0.003829
189,1137.42,0.90862,1.15503,0.8807,0.92369,0.76517,0.73968,0.79521,0.62037,0.75761,0.73415,0.78534,0.48197,0.80084,0.941,0.87359,0.91631,0.003796,0.003796,0.003796
190,1143.3,0.89776,1.15705,0.87645,0.92805,0.83295,0.73833,0.82151,0.64558,0.81852,0.73282,0.80799,0.51083,0.78479,0.92572,0.79167,0.91011,0.003763,0.003763,0.003763
191,1149,0.89216,1.13395,0.86908,0.92443,0.80001,0.75772,0.82256,0.64687,0.78926,0.74853,0.80814,0.5101,0.7846,0.91707,0.8004,0.90822,0.00373,0.00373,0.00373
192,1154.79,0.88692,1.11196,0.85309,0.91647,0.81113,0.72692,0.81287,0.63402,0.80706,0.72374,0.80532,0.50181,0.79253,0.9359,0.84236,0.90922,0.003697,0.003697,0.003697
193,1160.68,0.87922,1.12969,0.8506,0.9194,0.81098,0.75548,0.82405,0.64651,0.80862,0.74941,0.81585,0.50342,0.7753,0.92841,0.78293,0.90504,0.003664,0.003664,0.003664
194,1166.37,0.89822,1.14919,0.85839,0.92128,0.80616,0.75951,0.82136,0.6421,0.82228,0.74224,0.81307,0.50838,0.78019,0.92283,0.79332,0.90634,0.003631,0.003631,0.003631
195,1172.19,0.89317,1.13292,0.84934,0.91967,0.84465,0.73215,0.8264,0.64296,0.83372,0.73563,0.81996,0.51349,0.79187,0.93717,0.77456,0.914,0.003598,0.003598,0.003598
196,1177.97,0.89659,1.14765,0.87178,0.92304,0.81135,0.74684,0.82544,0.64408,0.79408,0.75895,0.81895,0.51533,0.78391,0.91092,0.77415,0.90922,0.003565,0.003565,0.003565
197,1183.76,0.88435,1.12525,0.84192,0.91876,0.82414,0.76235,0.8269,0.6507,0.81926,0.75792,0.82127,0.51862,0.77947,0.89721,0.78885,0.90523,0.003532,0.003532,0.003532
198,1189.56,0.89729,1.15335,0.87695,0.92454,0.83052,0.7487,0.83279,0.64785,0.8293,0.74879,0.82593,0.50962,0.78629,0.91729,0.75436,0.91142,0.003499,0.003499,0.003499
199,1195.39,0.86972,1.11365,0.83682,0.92056,0.82076,0.75569,0.82881,0.6571,0.81699,0.75252,0.82235,0.5169,0.75854,0.91239,0.76662,0.89924,0.003466,0.003466,0.003466
200,1201.4,0.87557,1.1251,0.84462,0.91913,0.81653,0.75385,0.83935,0.66444,0.81423,0.74832,0.83053,0.52967,0.76369,0.89108,0.76684,0.90197,0.003433,0.003433,0.003433
201,1207.38,0.89643,1.15223,0.85262,0.92224,0.82243,0.7457,0.8318,0.65518,0.82095,0.743,0.82518,0.52067,0.7677,0.90718,0.77299,0.89993,0.0034,0.0034,0.0034
202,1213.15,0.88342,1.1421,0.85096,0.92407,0.83645,0.72245,0.82634,0.65111,0.83594,0.71943,0.81965,0.51641,0.75987,0.90438,0.7844,0.90379,0.003367,0.003367,0.003367
203,1218.92,0.87604,1.11241,0.82952,0.91735,0.79513,0.77257,0.83982,0.66247,0.79474,0.77261,0.83432,0.51958,0.75435,0.90126,0.75059,0.90117,0.003334,0.003334,0.003334
204,1224.82,0.86899,1.12495,0.8359,0.9191,0.81783,0.75522,0.83591,0.66087,0.7901,0.76235,0.82768,0.52739,0.75873,0.89701,0.77468,0.8995,0.003301,0.003301,0.003301
205,1230.6,0.88713,1.15805,0.85746,0.9225,0.79125,0.72244,0.80171,0.62639,0.7922,0.71667,0.79541,0.49295,0.77535,0.90899,0.87869,0.9098,0.003268,0.003268,0.003268
206,1236.34,0.87481,1.10385,0.81845,0.90831,0.83122,0.72771,0.82794,0.65132,0.82966,0.72279,0.82034,0.50771,0.76657,0.91981,0.79724,0.90325,0.003235,0.003235,0.003235
207,1242.15,0.85559,1.08291,0.8064,0.91097,0.82014,0.76815,0.8299,0.65691,0.81951,0.76816,0.82228,0.51452,0.76346,0.90822,0.79094,0.89901,0.003202,0.003202,0.003202
208,1247.9,0.86695,1.11792,0.82093,0.9157,0.83723,0.78391,0.84661,0.67484,0.8332,0.78071,0.83951,0.53189,0.74995,0.89004,0.71947,0.89353,0.003169,0.003169,0.003169
209,1253.68,0.87793,1.11979,0.83147,0.9162,0.85695,0.75918,0.8421,0.6713,0.8588,0.76044,0.83673,0.52339,0.75328,0.88683,0.73178,0.89525,0.003136,0.003136,0.003136
210,1259.46,0.87618,1.12498,0.82887,0.92056,0.80996,0.7526,0.83012,0.65282,0.80734,0.75065,0.82241,0.5161,0.77405,0.92835,0.76947,0.90227,0.003103,0.003103,0.003103
211,1265.24,0.85774,1.12106,0.82064,0.91594,0.88015,0.73533,0.84848,0.67415,0.88747,0.72888,0.83954,0.52811,0.76276,0.93251,0.7284,0.90018,0.00307,0.00307,0.00307
212,1270.96,0.85769,1.09503,0.79785,0.9117,0.81768,0.78233,0.84738,0.67383,0.85374,0.75331,0.83967,0.52868,0.76347,0.90543,0.73448,0.89998,0.003037,0.003037,0.003037
213,1276.66,0.88943,1.16408,0.84621,0.92378,0.86475,0.76068,0.85013,0.67634,0.86193,0.75777,0.84173,0.53045,0.74398,0.89784,0.74067,0.89489,0.003004,0.003004,0.003004
214,1282.52,0.87644,1.12223,0.82281,0.91877,0.82869,0.77467,0.84806,0.67707,0.85749,0.75326,0.84243,0.51918,0.7521,0.9146,0.73308,0.9004,0.002971,0.002971,0.002971
215,1288.31,0.86849,1.11398,0.80598,0.91454,0.86635,0.75883,0.85863,0.68447,0.86594,0.75343,0.85143,0.53338,0.74959,0.88198,0.70087,0.89899,0.002938,0.002938,0.002938
216,1294.17,0.8628,1.09954,0.80866,0.91286,0.83623,0.79323,0.86149,0.68725,0.83577,0.79051,0.85378,0.53657,0.7511,0.87559,0.70138,0.89648,0.002905,0.002905,0.002905
217,1300.05,0.84799,1.08583,0.79713,0.91097,0.83711,0.79372,0.85752,0.68018,0.83251,0.78932,0.84953,0.54522,0.74901,0.87143,0.71681,0.89599,0.002872,0.002872,0.002872
218,1306.08,0.86618,1.12394,0.81922,0.91511,0.82239,0.75881,0.83131,0.66207,0.81503,0.75213,0.82206,0.51591,0.75645,0.89343,0.77867,0.8995,0.002839,0.002839,0.002839
219,1311.78,0.83275,1.05737,0.78034,0.90237,0.85663,0.76568,0.85051,0.67914,0.85766,0.75838,0.84177,0.53198,0.74958,0.88542,0.72476,0.89422,0.002806,0.002806,0.002806
220,1317.47,0.85403,1.09842,0.80721,0.90924,0.83109,0.78006,0.85586,0.67767,0.83131,0.77767,0.8452,0.53311,0.7562,0.90491,0.70974,0.89541,0.002773,0.002773,0.002773
221,1323.93,0.86082,1.09664,0.79674,0.90734,0.818,0.79492,0.8593,0.68106,0.81096,0.78863,0.85013,0.52515,0.74933,0.90476,0.71923,0.89501,0.00274,0.00274,0.00274
222,1330.28,0.84415,1.08986,0.78439,0.90569,0.8266,0.80019,0.86085,0.68622,0.81765,0.7915,0.84929,0.5352,0.74924,0.8744,0.69391,0.8941,0.002707,0.002707,0.002707
223,1335.99,0.87588,1.12451,0.81282,0.91771,0.86458,0.78219,0.8695,0.69204,0.86018,0.77688,0.86393,0.55411,0.73674,0.8648,0.68481,0.89309,0.002674,0.002674,0.002674
224,1341.82,0.86651,1.12083,0.79998,0.91289,0.79778,0.81507,0.864,0.68763,0.79315,0.81027,0.85685,0.55199,0.74028,0.86554,0.69166,0.89317,0.002641,0.002641,0.002641
225,1347.63,0.83541,1.07117,0.75983,0.90516,0.85092,0.79245,0.86738,0.69329,0.86519,0.78722,0.86023,0.55403,0.73217,0.86917,0.68418,0.88918,0.002608,0.002608,0.002608
226,1353.54,0.83809,1.06721,0.77032,0.90619,0.82425,0.80198,0.86167,0.68616,0.83401,0.79452,0.85466,0.54451,0.73993,0.87283,0.69854,0.89149,0.002575,0.002575,0.002575
227,1359.31,0.84553,1.08963,0.79329,0.90865,0.85646,0.79369,0.86877,0.69321,0.85444,0.78943,0.86152,0.54746,0.74633,0.86529,0.67587,0.8923,0.002542,0.002542,0.002542
228,1365.27,0.86681,1.09227,0.80227,0.9114,0.8144,0.82026,0.87303,0.69332,0.81583,0.81953,0.8659,0.55078,0.73539,0.86221,0.66535,0.88998,0.002509,0.002509,0.002509
229,1371.02,0.86269,1.1127,0.79395,0.91529,0.84196,0.80585,0.87829,0.70283,0.83801,0.80111,0.8687,0.55107,0.7392,0.8864,0.66112,0.89142,0.002476,0.002476,0.002476
230,1377.04,0.87761,1.13571,0.81087,0.91604,0.82144,0.82579,0.87801,0.70292,0.88646,0.77025,0.86989,0.55252,0.73206,0.87743,0.65736,0.88813,0.002443,0.002443,0.002443
231,1383.03,0.85623,1.10289,0.78479,0.9083,0.85385,0.78571,0.8713,0.695,0.84703,0.77712,0.86217,0.5484,0.74351,0.86767,0.68046,0.89217,0.00241,0.00241,0.00241
232,1388.98,0.8552,1.1058,0.78501,0.91039,0.8581,0.78412,0.86584,0.69629,0.85767,0.78082,0.86078,0.55392,0.74043,0.86792,0.68172,0.89212,0.002377,0.002377,0.002377
233,1394.66,0.85061,1.11618,0.79692,0.91253,0.81779,0.79896,0.86443,0.69283,0.81337,0.7951,0.858,0.54595,0.74273,0.88236,0.68825,0.89289,0.002344,0.002344,0.002344
234,1400.4,0.85731,1.11808,0.8048,0.91411,0.86101,0.793,0.87808,0.70251,0.84594,0.80347,0.873,0.54784,0.75116,0.89457,0.66823,0.89382,0.002311,0.002311,0.002311
235,1406.33,0.85832,1.10178,0.77747,0.90689,0.86415,0.78814,0.87389,0.70355,0.86059,0.78503,0.86721,0.5556,0.73939,0.87169,0.66563,0.89088,0.002278,0.002278,0.002278
236,1412.22,0.86165,1.1166,0.79435,0.91267,0.85946,0.77734,0.86287,0.69261,0.85404,0.77347,0.85649,0.54231,0.74215,0.87028,0.68919,0.89231,0.002245,0.002245,0.002245
237,1418.07,0.8673,1.12269,0.79442,0.91631,0.82192,0.81,0.86486,0.694,0.81694,0.80817,0.85824,0.55215,0.74094,0.87099,0.68995,0.89148,0.002212,0.002212,0.002212
238,1423.83,0.85015,1.10469,0.77825,0.91121,0.85886,0.81546,0.8846,0.7087,0.85303,0.8098,0.87563,0.56095,0.73598,0.86362,0.64265,0.89212,0.002179,0.002179,0.002179
239,1429.8,0.86343,1.11404,0.7857,0.91002,0.87109,0.78927,0.87357,0.70123,0.86718,0.78444,0.86528,0.55543,0.74606,0.85177,0.66616,0.89271,0.002146,0.002146,0.002146
240,1435.41,0.85623,1.10265,0.7812,0.91444,0.83737,0.82495,0.87846,0.70546,0.83289,0.81967,0.86896,0.55303,0.74072,0.86664,0.66321,0.89268,0.002113,0.002113,0.002113
241,1441.17,0.85061,1.08861,0.76822,0.9089,0.84556,0.82172,0.87906,0.70452,0.84059,0.81483,0.86935,0.54497,0.73377,0.87927,0.67052,0.8918,0.00208,0.00208,0.00208
242,1447.1,0.83848,1.06608,0.75409,0.9058,0.85187,0.80447,0.87904,0.70867,0.85677,0.79448,0.87131,0.5566,0.73407,0.86087,0.67154,0.88946,0.002047,0.002047,0.002047
243,1452.77,0.83206,1.06981,0.75413,0.90655,0.85452,0.82449,0.88781,0.71783,0.84952,0.81711,0.87936,0.56876,0.72559,0.8546,0.64364,0.88891,0.002014,0.002014,0.002014
244,1458.86,0.83222,1.09007,0.75719,0.90486,0.85804,0.81825,0.88289,0.71301,0.85212,0.81256,0.87554,0.55699,0.72965,0.87187,0.66285,0.88989,0.001981,0.001981,0.001981
245,1464.84,0.84679,1.10052,0.76617,0.90821,0.82523,0.78712,0.85879,0.68964,0.82216,0.7841,0.85233,0.53895,0.73697,0.88351,0.73333,0.8911,0.001948,0.001948,0.001948
246,1470.76,0.85775,1.12167,0.78329,0.91371,0.84583,0.80148,0.87773,0.70757,0.84158,0.79665,0.87046,0.55195,0.72603,0.85975,0.67422,0.88902,0.001915,0.001915,0.001915
247,1476.62,0.82476,1.06351,0.74761,0.90132,0.90752,0.7898,0.89473,0.72797,0.90367,0.7866,0.88898,0.57435,0.71704,0.84776,0.61131,0.883,0.001882,0.001882,0.001882
248,1482.5,0.83699,1.08504,0.75751,0.90857,0.84615,0.83398,0.8872,0.71813,0.84399,0.82582,0.88014,0.5637,0.73433,0.85827,0.63133,0.89168,0.001849,0.001849,0.001849
249,1488.37,0.84122,1.08539,0.76341,0.90802,0.87359,0.82155,0.89542,0.72866,0.8702,0.81681,0.88797,0.5702,0.72119,0.84234,0.62169,0.88558,0.001816,0.001816,0.001816
250,1494.2,0.83159,1.08403,0.75049,0.9024,0.85786,0.81734,0.88761,0.71688,0.85238,0.81268,0.8801,0.56131,0.72955,0.86434,0.63658,0.888,0.001783,0.001783,0.001783
251,1499.95,0.84724,1.10057,0.76,0.90621,0.88727,0.78778,0.88705,0.71819,0.88106,0.78216,0.87748,0.55869,0.72455,0.86303,0.65373,0.88482,0.00175,0.00175,0.00175
252,1505.89,0.83817,1.09845,0.75681,0.90399,0.84333,0.8246,0.89249,0.72449,0.84058,0.82176,0.88621,0.56829,0.71545,0.84842,0.63118,0.88254,0.001717,0.001717,0.001717
253,1511.49,0.82812,1.07078,0.74688,0.90589,0.91444,0.77807,0.88959,0.71844,0.90687,0.7733,0.88154,0.56917,0.71338,0.84808,0.63597,0.88224,0.001684,0.001684,0.001684
254,1517.14,0.82281,1.06391,0.74129,0.90303,0.83918,0.8337,0.88844,0.7182,0.83329,0.82588,0.87973,0.57015,0.70787,0.84428,0.63891,0.88154,0.001651,0.001651,0.001651
255,1522.91,0.82559,1.06398,0.7441,0.90029,0.82738,0.84109,0.89156,0.72147,0.87784,0.78813,0.88158,0.56373,0.71747,0.852,0.63004,0.8822,0.001618,0.001618,0.001618
256,1528.9,0.82701,1.07427,0.7405,0.9018,0.87797,0.82985,0.90583,0.73206,0.87273,0.82411,0.89777,0.57433,0.71738,0.84718,0.58864,0.88228,0.001585,0.001585,0.001585
257,1534.86,0.8419,1.12045,0.75617,0.9075,0.87397,0.82626,0.89526,0.723,0.86921,0.81847,0.88698,0.56604,0.71957,0.84414,0.62491,0.88319,0.001552,0.001552,0.001552
258,1540.63,0.83395,1.10461,0.7526,0.90481,0.90733,0.79822,0.89671,0.7289,0.902,0.79247,0.88495,0.57347,0.70954,0.84231,0.62176,0.881,0.001519,0.001519,0.001519
259,1546.45,0.83177,1.07087,0.74861,0.9045,0.8641,0.83103,0.89777,0.73221,0.8575,0.82524,0.88874,0.57079,0.70882,0.84387,0.61556,0.88073,0.001486,0.001486,0.001486
260,1552.29,0.8199,1.07549,0.73424,0.8984,0.8684,0.83108,0.90044,0.72947,0.8622,0.82626,0.89239,0.57717,0.70681,0.83577,0.61825,0.88054,0.001453,0.001453,0.001453
261,1558.09,0.83213,1.07959,0.74146,0.90223,0.85179,0.84049,0.89597,0.7262,0.84787,0.83452,0.88791,0.56875,0.71149,0.84887,0.62341,0.88145,0.00142,0.00142,0.00142
262,1564.05,0.82459,1.07684,0.73933,0.90118,0.85835,0.8351,0.89363,0.72299,0.84973,0.82673,0.88389,0.56503,0.71184,0.84946,0.61403,0.881,0.001387,0.001387,0.001387
263,1569.75,0.80802,1.0365,0.71794,0.89767,0.86865,0.83481,0.89496,0.72679,0.86118,0.82927,0.88655,0.56854,0.71262,0.83807,0.615,0.88255,0.001354,0.001354,0.001354
264,1575.49,0.8255,1.07693,0.74304,0.90307,0.85313,0.84944,0.90228,0.73406,0.84692,0.84214,0.89307,0.57506,0.70666,0.83153,0.5918,0.88065,0.001321,0.001321,0.001321
265,1581.53,0.81908,1.05798,0.71869,0.89428,0.87475,0.83133,0.90106,0.73194,0.86795,0.82462,0.89157,0.57779,0.70567,0.83573,0.60172,0.88057,0.001288,0.001288,0.001288
266,1587.61,0.83237,1.09508,0.73905,0.90417,0.88404,0.81939,0.90144,0.73366,0.87761,0.81337,0.89188,0.57269,0.70676,0.83667,0.59855,0.8817,0.001255,0.001255,0.001255
