                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    108,                0.78531,                 1.0346,                0.71312,                0.89361,                0.83161,                  0.809,                0.87062,                0.71044,                0.82888,                 0.8051,                0.86215,                0.56874,                0.70342,                0.82528,                0.67196,                0.88382,               0.006469,               0.006469,               0.006469
                    109,                0.77434,                 1.0029,                0.69305,                0.89153,                0.83759,                0.79869,                0.85622,                0.69244,                0.83367,                0.79515,                0.84786,                0.53236,                0.70894,                 0.8728,                0.69779,                0.88765,               0.006436,               0.006436,               0.006436
                    110,                 0.7606,                0.97486,                0.68421,                0.88894,                0.84428,                0.81173,                0.87776,                0.71319,                0.83922,                0.80694,                0.86814,                   0.55,                0.70107,                0.85728,                0.67759,                0.88559,               0.006403,               0.006403,               0.006403
                    111,                0.76673,                0.98179,                0.67827,                0.88773,                0.87224,                0.80631,                0.88499,                0.72801,                 0.8688,                0.80023,                0.87284,                0.55808,                 0.6863,                0.83572,                0.64713,                0.88306,                0.00637,                0.00637,                0.00637
                    112,                0.76902,                 1.0086,                0.68348,                0.89372,                0.86178,                0.84178,                 0.8867,                0.72303,                0.85804,                0.83633,                0.87756,                0.56291,                 0.6812,                0.83083,                0.63706,                0.87998,               0.006337,               0.006337,               0.006337
                    113,                0.75305,                 0.9672,                0.65654,                0.88528,                0.88175,                0.82205,                0.89201,                0.73028,                0.88136,                0.81723,                0.88407,                0.57105,                0.68717,                0.81651,                0.63465,                0.88112,               0.006304,               0.006304,               0.006304
                    114,                0.77296,                0.99469,                0.67842,                0.88969,                0.85635,                0.82094,                0.87784,                0.71288,                0.85054,                0.81497,                0.86893,                0.55039,                0.68724,                  0.837,                0.70774,                0.87946,               0.006271,               0.006271,               0.006271
                    115,                0.77178,                 1.0028,                 0.6646,                 0.8859,                0.76776,                0.76444,                0.82335,                 0.6592,                0.76828,                0.75638,                0.81304,                0.51448,                0.72599,                  0.861,                0.90312,                0.89362,               0.006238,               0.006238,               0.006238
                    116,                0.77889,                 1.0118,                0.70033,                0.89499,                0.86202,                0.80706,                0.88108,                0.72291,                0.85836,                0.80323,                0.87203,                0.55229,                0.67372,                0.81602,                0.68274,                0.87325,               0.006205,               0.006205,               0.006205
                    117,                0.78313,                 1.0272,                0.69482,                0.89558,                0.87864,                0.84061,                0.89857,                0.73822,                0.87229,                0.83359,                 0.8857,                0.57454,                0.68098,                0.81541,                0.61661,                0.87792,               0.006172,               0.006172,               0.006172
                    118,                0.75006,                0.97039,                0.65923,                  0.885,                0.89037,                0.85157,                0.90454,                0.74453,                0.88622,                0.83999,                 0.8947,                0.57505,                0.68401,                0.79521,                0.58178,                0.87715,               0.006139,               0.006139,               0.006139
                    119,                0.77695,                 1.0226,                 0.7019,                0.89149,                0.85403,                 0.8602,                0.89722,                0.73364,                0.84791,                0.85322,                0.88683,                0.54971,                0.68134,                0.84109,                0.62207,                0.87835,               0.006106,               0.006106,               0.006106
                    120,                0.75722,                0.98324,                0.66675,                0.88881,                0.90446,                0.81845,                0.90738,                0.75305,                0.89956,                0.81458,                0.89715,                 0.5718,                0.65972,                0.81886,                0.59066,                0.87171,               0.006073,               0.006073,               0.006073
                    121,                0.75361,                0.98463,                0.66441,                0.88584,                0.85983,                0.83546,                0.89111,                0.74357,                0.86241,                0.82482,                 0.8808,                 0.5612,                0.65907,                0.82864,                0.63593,                0.87016,                0.00604,                0.00604,                0.00604
                    122,                0.73903,                0.97102,                0.64124,                0.88039,                0.86471,                0.84762,                0.89594,                0.74081,                0.86304,                0.83765,                0.88553,                0.56226,                0.65942,                 0.7999,                0.61086,                0.86621,               0.006007,               0.006007,               0.006007
                    123,                0.75252,                 0.9845,                0.64704,                0.88306,                 0.8957,                0.83669,                0.90717,                0.75037,                0.90255,                0.82725,                0.89722,                0.57255,                0.65606,                0.79005,                0.61695,                0.86791,               0.005974,               0.005974,               0.005974
                    124,                0.73754,                0.98753,                0.63431,                0.88451,                0.86708,                0.84749,                0.90169,                0.74103,                0.87547,                0.82909,                0.89136,                0.56483,                0.67425,                0.79877,                0.65942,                 0.8704,               0.005941,               0.005941,               0.005941
                    125,                0.76091,                0.98649,                0.64321,                0.88765,                0.82255,                0.85054,                0.88636,                0.73125,                0.82452,                 0.8413,                0.87741,                0.55197,                0.66893,                0.84022,                 0.6629,                0.87356,               0.005908,               0.005908,               0.005908
                    126,                0.76397,                 1.0104,                0.66049,                0.88861,                0.90632,                0.85462,                0.91496,                0.77167,                0.90447,                0.84884,                 0.9046,                0.58278,                0.63215,                0.77933,                0.56487,                0.86286,               0.005875,               0.005875,               0.005875
                    127,                0.75254,                 0.9803,                0.63841,                0.88118,                 0.8845,                0.82613,                0.90239,                0.74717,                0.87672,                0.82186,                0.88855,                0.55531,                0.65536,                0.81101,                 0.6558,                0.86488,               0.005842,               0.005842,               0.005842
                    128,                0.73089,                0.95063,                0.62207,                0.87997,                0.91404,                0.85761,                0.91242,                0.76325,                0.91058,                0.84748,                0.90222,                0.58281,                0.64228,                0.79721,                0.56975,                0.86477,               0.005809,               0.005809,               0.005809
                    129,                0.72197,                0.93886,                0.60259,                0.87266,                0.90922,                0.84125,                0.90604,                0.75744,                0.90424,                0.83421,                0.89612,                0.58001,                0.63721,                0.78946,                  0.576,                0.86267,               0.005776,               0.005776,               0.005776
                    130,                0.73646,                0.96197,                0.62866,                0.87851,                0.89957,                0.85305,                 0.9089,                0.75756,                0.89628,                0.84778,                0.90022,                0.58778,                0.65178,                0.80609,                0.58734,                0.87051,               0.005743,               0.005743,               0.005743
                    131,                0.74423,                0.98061,                0.64736,                0.88378,                0.91055,                0.85877,                0.91831,                0.76596,                0.91687,                0.84454,                0.90464,                 0.5763,                0.65793,                 0.8158,                0.56436,                0.86698,                0.00571,                0.00571,                0.00571
                    132,                0.73979,                0.95469,                 0.6354,                0.88129,                0.90205,                0.86686,                0.92281,                0.76343,                 0.8923,                0.86425,                0.91066,                0.57583,                0.65589,                0.80668,                0.56082,                0.86703,               0.005677,               0.005677,               0.005677
                    133,                0.73525,                0.94764,                0.61568,                0.87886,                0.91252,                0.85496,                0.91989,                0.76397,                0.90819,                0.84864,                0.90697,                 0.5788,                  0.642,                0.80633,                0.55571,                0.86398,               0.005644,               0.005644,               0.005644
                    134,                0.74009,                  1.006,                0.63677,                0.88539,                0.91274,                0.84903,                 0.9155,                0.76077,                0.90738,                0.83937,                0.90172,                0.57173,                0.64746,                0.79621,                0.55844,                0.86165,               0.005611,               0.005611,               0.005611
                    135,                0.74098,                0.97218,                0.63032,                0.88429,                0.91543,                0.86556,                0.92476,                0.77427,                0.91797,                0.86122,                 0.9165,                0.59599,                0.63241,                0.78987,                 0.5282,                0.86016,               0.005578,               0.005578,               0.005578
                    136,                0.75908,                0.99026,                0.64762,                0.88681,                0.90153,                0.86494,                0.91757,                0.75776,                0.89529,                0.85902,                0.90709,                0.57315,                0.64967,                0.80215,                0.57322,                0.86696,               0.005545,               0.005545,               0.005545
                    137,                 0.7257,                0.95098,                0.61029,                0.87848,                0.88471,                0.86935,                0.91627,                0.76403,                0.87874,                0.86164,                0.90432,                0.58421,                0.65301,                0.80034,                0.56961,                0.86851,               0.005512,               0.005512,               0.005512
                    138,                0.71344,                0.93582,                0.60115,                  0.877,                0.87573,                0.86977,                0.91528,                0.76074,                0.87088,                0.85333,                0.89968,                0.57507,                 0.6411,                0.79074,                0.56222,                0.86309,               0.005479,               0.005479,               0.005479
                    139,                0.71893,                0.96641,                0.60988,                0.87955,                0.88593,                0.87289,                0.92015,                0.75934,                0.87996,                0.86749,                0.91058,                0.56389,                0.63524,                 0.8306,                 0.5654,                  0.862,               0.005446,               0.005446,               0.005446
                    140,                0.72061,                0.94507,                 0.6064,                  0.876,                0.91275,                0.85624,                0.92015,                0.77676,                0.90681,                0.84893,                  0.909,                0.59284,                0.63032,                 0.7801,                0.54563,                0.86017,               0.005413,               0.005413,               0.005413
                    141,                0.71403,                0.93283,                0.59955,                0.87219,                0.89094,                0.87363,                0.92102,                0.77203,                0.88982,                0.86274,                0.90951,                0.58482,                 0.6408,                0.79909,                0.55851,                0.86291,                0.00538,                0.00538,                0.00538
                    142,                0.72423,                0.96856,                0.61229,                0.88006,                0.90058,                0.83501,                0.91115,                0.75785,                0.89563,                0.82059,                0.89739,                0.56945,                0.65386,                 0.7913,                0.58115,                0.86749,               0.005347,               0.005347,               0.005347
                    143,                0.71694,                 0.9334,                0.59066,                0.87282,                0.88847,                0.87026,                0.90918,                0.76303,                0.88594,                0.85843,                0.89842,                0.58104,                 0.6403,                0.78166,                0.59087,                0.86475,               0.005314,               0.005314,               0.005314
                    144,                0.70565,                0.92754,                 0.5881,                0.87073,                 0.9194,                 0.8675,                0.92433,                  0.775,                0.91805,                0.85929,                0.91452,                0.59545,                0.62994,                 0.7637,                0.55737,                0.85984,               0.005281,               0.005281,               0.005281
                    145,                0.72689,                0.96325,                 0.6181,                0.87935,                0.92077,                0.87194,                0.93069,                 0.7846,                0.91734,                  0.865,                0.91835,                0.60103,                0.62432,                0.76359,                0.53285,                0.85958,               0.005248,               0.005248,               0.005248
                    146,                0.71442,                0.93392,                0.59498,                0.87597,                 0.8764,                0.81544,                0.88776,                0.73661,                0.87041,                0.80955,                0.87501,                0.55426,                0.65919,                0.82324,                0.64151,                0.86694,               0.005215,               0.005215,               0.005215
                    147,                0.72492,                0.95667,                0.60046,                0.87333,                0.91481,                 0.8456,                 0.9188,                0.76882,                0.91049,                0.84126,                0.90723,                0.58872,                0.64674,                0.78993,                0.57602,                0.86519,               0.005182,               0.005182,               0.005182
                    148,                0.70423,                 0.9242,                 0.5913,                0.86934,                0.91106,                0.86092,                0.92371,                0.76908,                0.90053,                0.86294,                0.91247,                0.58565,                 0.6498,                0.77765,                 0.5627,                0.86325,               0.005149,               0.005149,               0.005149
                    149,                0.70634,                0.93532,                0.59304,                 0.8737,                0.93327,                0.86344,                0.93123,                0.78387,                0.92941,                0.85685,                0.91935,                0.60909,                0.61764,                0.75116,                 0.5119,                0.85555,               0.005116,               0.005116,               0.005116
                    150,                0.71065,                0.94135,                0.59165,                0.87409,                0.89989,                0.89003,                 0.9318,                0.78426,                0.89262,                0.88396,                0.92079,                 0.5982,                 0.6224,                0.76374,                0.52234,                0.85721,               0.005083,               0.005083,               0.005083
                    151,                0.68221,                0.89823,                0.56043,                0.86491,                0.91266,                0.86378,                0.92744,                0.78167,                0.90334,                0.85567,                0.91392,                0.59203,                0.62864,                 0.7901,                0.53186,                0.85679,                0.00505,                0.00505,                0.00505
                    152,                0.68625,                 0.9137,                0.57234,                0.86884,                0.92924,                0.88494,                0.93652,                0.79718,                0.92646,                0.88035,                0.92686,                 0.6218,                0.59789,                0.72956,                0.50168,                0.85232,               0.005017,               0.005017,               0.005017
                    153,                0.69226,                0.92782,                0.57811,                0.86562,                0.90094,                 0.8901,                0.93681,                0.79308,                0.89487,                 0.8837,                0.92729,                0.60792,                 0.6002,                  0.736,                0.50898,                 0.8493,               0.004984,               0.004984,               0.004984
                    154,                 0.7033,                0.93407,                0.58368,                0.87133,                0.92442,                0.90023,                0.94123,                0.80496,                0.93047,                 0.8861,                0.93062,                0.60903,                0.59377,                0.75855,                0.48419,                0.84752,               0.004951,               0.004951,               0.004951
                    155,                0.69377,                 0.9413,                0.57684,                0.87094,                0.91337,                0.88722,                0.93435,                0.79355,                0.90835,                0.88176,                0.92418,                0.59881,                0.60107,                0.76249,                0.50345,                0.84885,               0.004918,               0.004918,               0.004918
                    156,                0.69196,                0.92785,                0.58402,                0.86778,                0.91565,                 0.8619,                0.92474,                0.78353,                0.91053,                 0.8571,                0.91395,                 0.5949,                0.60539,                0.75462,                0.54385,                0.84978,               0.004885,               0.004885,               0.004885
                    157,                0.69844,                 0.9194,                0.58386,                0.87006,                0.91347,                0.85537,                0.92544,                0.78873,                0.91015,                0.85101,                0.91744,                0.59822,                0.60586,                0.74512,                0.55393,                0.85211,               0.004852,               0.004852,               0.004852
                    158,                 0.7069,                0.93036,                0.59552,                0.87422,                0.91827,                0.88717,                0.93167,                0.79194,                0.91577,                0.88333,                0.92327,                0.60243,                0.60249,                0.75098,                0.50767,                0.85122,               0.004819,               0.004819,               0.004819
                    159,                0.70194,                0.95912,                0.58643,                 0.8744,                0.91927,                0.87798,                0.92982,                 0.7921,                0.91372,                 0.8728,                0.91959,                0.59764,                0.60924,                 0.7448,                0.53279,                0.85548,               0.004786,               0.004786,               0.004786
                    160,                0.68161,                0.90602,                 0.5581,                 0.8639,                0.93262,                0.88561,                0.94153,                0.80755,                0.94557,                0.86563,                0.93179,                0.62222,                0.59419,                0.73755,                0.49199,                0.84887,               0.004753,               0.004753,               0.004753
                    161,                0.69137,                0.92117,                0.56715,                0.86468,                 0.9375,                0.88665,                0.94108,                0.80641,                0.93553,                0.87943,                0.93223,                0.60774,                0.60011,                0.74713,                0.49235,                0.85078,                0.00472,                0.00472,                0.00472
                    162,                0.67985,                0.92372,                0.56603,                0.86631,                0.92904,                0.88628,                0.93763,                0.80361,                0.92449,                0.87833,                0.92636,                 0.6124,                0.59813,                0.74174,                0.49083,                0.85021,               0.004687,               0.004687,               0.004687
                    163,                0.66936,                0.87705,                0.55509,                0.86433,                0.94626,                0.89349,                0.94415,                0.80956,                0.94037,                0.88693,                0.93278,                0.61747,                0.59707,                0.73655,                0.47123,                0.84696,               0.004654,               0.004654,               0.004654
                    164,                0.68207,                0.91405,                0.57172,                0.86889,                0.93395,                 0.9059,                0.94821,                0.80976,                0.92703,                 0.8998,                0.93611,                0.61715,                0.58995,                0.72309,                0.45783,                0.84362,               0.004621,               0.004621,               0.004621
                    165,                 0.6645,                0.88211,                 0.5458,                0.86079,                0.91416,                0.90124,                 0.9418,                0.80805,                0.90812,                  0.896,                0.93189,                0.61008,                 0.5941,                0.74186,                0.47706,                0.84813,               0.004588,               0.004588,               0.004588
                    166,                0.68276,                0.91255,                0.57512,                0.86602,                0.94534,                0.88485,                0.94754,                 0.8111,                0.94019,                0.87826,                0.93553,                0.61416,                0.58563,                0.71942,                 0.4604,                0.84616,               0.004555,               0.004555,               0.004555
                    167,                0.67517,                0.90903,                0.55585,                0.86271,                0.92998,                0.88951,                0.93989,                0.80819,                0.92594,                 0.8839,                0.92994,                0.61204,                0.58206,                0.71637,                0.50428,                 0.8445,               0.004522,               0.004522,               0.004522
                    168,                0.67314,                0.90238,                0.55495,                0.86397,                0.91488,                0.87165,                0.93459,                 0.8027,                0.90997,                0.86731,                0.92369,                0.60741,                0.58982,                0.73781,                0.54336,                0.84681,               0.004489,               0.004489,               0.004489
                    169,                0.69834,                  0.919,                0.57304,                0.86972,                0.92787,                0.89707,                0.94383,                0.79918,                0.91631,                0.88178,                 0.9246,                0.59063,                 0.6127,                0.75319,                0.48922,                0.85253,               0.004456,               0.004456,               0.004456
                    170,                0.68157,                0.88641,                0.54597,                0.86255,                0.93251,                0.89871,                0.94723,                0.81406,                0.92583,                0.89291,                0.93667,                0.62362,                0.57071,                0.71561,                0.46583,                0.84284,               0.004423,               0.004423,               0.004423
                    171,                0.67554,                0.90075,                0.54272,                0.86132,                0.95327,                0.90058,                0.94997,                0.81656,                0.94571,                0.89415,                0.93827,                0.61856,                0.57904,                0.72876,                0.45186,                0.84231,                0.00439,                0.00439,                0.00439
                    172,                0.66762,                0.89339,                 0.5386,                0.86075,                0.95059,                0.90309,                0.95298,                0.82392,                0.94302,                 0.8958,                0.94057,                0.62759,                0.56351,                0.69964,                0.44117,                0.83899,               0.004357,               0.004357,               0.004357
                    173,                0.66088,                0.89022,                0.53721,                0.86209,                0.94199,                0.88456,                0.94776,                0.81313,                0.93733,                0.87903,                0.93677,                0.62424,                0.58161,                0.73019,                0.47911,                0.84243,               0.004324,               0.004324,               0.004324
                    174,                0.66941,                0.90582,                0.55143,                0.86595,                0.95122,                0.89182,                0.94637,                0.81496,                0.94624,                0.88754,                0.93834,                0.61133,                0.57416,                0.73994,                0.46862,                0.84121,               0.004291,               0.004291,               0.004291
                    175,                0.66171,                0.89179,                0.54211,                0.86082,                0.94183,                0.91824,                0.95512,                0.82796,                0.93881,                0.90787,                0.94549,                0.63702,                  0.559,                0.70049,                0.44686,                0.83864,               0.004258,               0.004258,               0.004258
                    176,                0.66099,                0.89705,                0.54654,                0.86199,                0.93739,                0.91585,                0.95166,                0.81479,                0.93428,                0.90819,                0.94021,                0.62299,                0.57202,                 0.7117,                0.46482,                0.84158,               0.004225,               0.004225,               0.004225
                    177,                0.65529,                0.87628,                 0.5356,                0.85696,                 0.9388,                0.89623,                 0.9439,                0.81377,                0.93732,                0.89079,                0.93453,                0.61947,                0.57628,                 0.7071,                0.46308,                0.84025,               0.004192,               0.004192,               0.004192
                    178,                0.66758,                0.90354,                0.54932,                0.86097,                 0.9404,                0.90125,                0.95261,                0.81843,                0.93126,                0.89262,                0.93848,                0.62372,                0.56708,                0.71547,                0.46462,                0.84113,               0.004159,               0.004159,               0.004159
                    179,                0.66492,                0.90155,                0.54199,                0.86517,                0.94087,                0.87153,                0.94287,                0.81089,                0.93484,                0.86396,                0.93042,                0.60759,                 0.5689,                0.72592,                0.49592,                0.84096,               0.004126,               0.004126,               0.004126
                    180,                0.66277,                0.89677,                0.54666,                0.86219,                0.95161,                0.89495,                0.95075,                0.81886,                0.94522,                0.88757,                0.93622,                0.61922,                0.56776,                0.72966,                0.45717,                 0.8411,               0.004093,               0.004093,               0.004093
                    181,                0.64439,                0.86293,                0.53054,                 0.8572,                0.91252,                0.90682,                0.94429,                0.81242,                0.90553,                0.89418,                 0.9292,                0.59818,                 0.5769,                0.74005,                0.48896,                0.84404,                0.00406,                0.00406,                0.00406
                    182,                0.64555,                0.86837,                0.52597,                0.85547,                0.93098,                 0.8817,                0.94036,                0.81441,                0.92602,                 0.8762,                0.93114,                0.61342,                0.56613,                0.72568,                0.50437,                0.84103,               0.004027,               0.004027,               0.004027
                    183,                 0.6406,                0.86622,                0.52718,                0.85673,                0.93648,                 0.8913,                0.94646,                0.81925,                0.93299,                0.88319,                0.93614,                0.61982,                0.56396,                0.71239,                0.48579,                0.84077,               0.003994,               0.003994,               0.003994
                    184,                 0.6528,                0.88177,                0.53778,                0.85784,                 0.9365,                 0.9058,                0.94871,                0.81883,                0.92723,                0.89705,                0.93717,                0.62127,                0.57065,                 0.7197,                0.46175,                0.84005,               0.003961,               0.003961,               0.003961
                    185,                0.65187,                 0.8824,                0.53757,                0.86125,                0.92563,                0.90355,                0.94723,                0.82156,                0.91942,                0.89129,                0.93439,                0.61439,                0.56447,                0.72516,                0.46516,                0.84048,               0.003928,               0.003928,               0.003928
                    186,                0.65451,                0.88246,                0.53314,                0.86134,                0.95461,                0.90727,                0.95029,                0.82891,                0.94731,                0.89829,                0.93779,                0.63119,                0.55285,                0.68907,                0.44784,                0.83727,               0.003895,               0.003895,               0.003895
                    187,                0.63794,                0.86224,                0.52232,                0.85336,                0.95492,                0.89659,                0.95119,                0.82226,                0.95167,                0.88757,                0.94129,                0.63142,                0.55318,                0.69065,                0.45331,                0.83671,               0.003862,               0.003862,               0.003862
                    188,                0.65789,                 0.8885,                0.53371,                0.86091,                0.93796,                0.91418,                0.95237,                0.82991,                0.94242,                0.89521,                0.94123,                0.63291,                0.55307,                0.68989,                0.44438,                0.83741,               0.003829,               0.003829,               0.003829
                    189,                0.65722,                0.90069,                0.54249,                0.86013,                0.95344,                0.90794,                 0.9555,                0.82727,                0.95016,                0.89622,                0.94279,                0.63064,                0.55842,                0.69731,                0.44341,                 0.8395,               0.003796,               0.003796,               0.003796
                    190,                0.63902,                0.85934,                0.51306,                0.85229,                0.93575,                 0.9031,                0.95071,                0.81714,                 0.9261,                0.89344,                0.93384,                0.61316,                0.56091,                0.73088,                0.46858,                0.83995,               0.003763,               0.003763,               0.003763
                    191,                0.62963,                0.84629,                0.50648,                0.85373,                0.92381,                0.89913,                0.94614,                0.81345,                0.92965,                0.88157,                0.93498,                0.60401,                0.57134,                0.76256,                0.48284,                0.84153,                0.00373,                0.00373,                0.00373
                    192,                0.64331,                 0.8826,                0.52116,                0.85325,                0.93951,                0.90105,                0.94621,                0.81585,                0.93425,                0.89314,                0.93612,                 0.6231,                0.55681,                 0.7057,                0.46825,                0.83816,               0.003697,               0.003697,               0.003697
                    193,                0.64185,                0.87363,                0.51676,                0.85394,                 0.9449,                0.89873,                0.95055,                0.82101,                0.94188,                0.89509,                0.94244,                0.62739,                0.56169,                0.70775,                0.46216,                0.83842,               0.003664,               0.003664,               0.003664
                    194,                0.65408,                 0.8995,                0.53405,                0.85609,                0.94436,                0.90253,                0.95473,                0.83531,                0.93917,                0.89599,                0.94387,                0.64042,                0.53894,                 0.6818,                0.43744,                0.83556,               0.003631,               0.003631,               0.003631
                    195,                0.66001,                0.89901,                0.54683,                0.86313,                0.94909,                0.89278,                0.94952,                0.82191,                0.94345,                0.88619,                0.93978,                0.61641,                0.56447,                0.70348,                0.44809,                0.83808,               0.003598,               0.003598,               0.003598
                    196,                0.65007,                0.86246,                0.52166,                0.85487,                0.93315,                0.90712,                0.95478,                0.82674,                0.92904,                0.90228,                0.94454,                0.62094,                0.55922,                0.71853,                0.44766,                0.83714,               0.003565,               0.003565,               0.003565
                    197,                0.62611,                0.84769,                0.50496,                0.85132,                0.94064,                0.92304,                0.96045,                0.83373,                0.93548,                0.91298,                0.94904,                0.62686,                0.55186,                0.70825,                0.42624,                0.83619,               0.003532,               0.003532,               0.003532
                    198,                0.65457,                0.90933,                 0.5439,                0.86658,                0.93743,                0.92233,                0.95997,                0.83638,                0.92921,                 0.9129,                0.94755,                0.62809,                0.54241,                0.69739,                0.42765,                0.83335,               0.003499,               0.003499,               0.003499
                    199,                 0.6467,                0.86793,                0.51847,                0.85805,                 0.9368,                0.91187,                0.95743,                0.83077,                0.94906,                0.88948,                0.94343,                0.63531,                0.55298,                0.69189,                0.44562,                0.83627,               0.003466,               0.003466,               0.003466
                    200,                0.64229,                0.88417,                0.53194,                0.85693,                0.95362,                0.91774,                0.96015,                0.84279,                0.95591,                0.90517,                0.94799,                0.64129,                0.53488,                0.68343,                0.42344,                0.83123,               0.003433,               0.003433,               0.003433
                    201,                0.62574,                0.86021,                0.51055,                0.85277,                0.95678,                 0.9139,                 0.9561,                 0.8407,                0.95021,                0.90713,                0.94573,                0.64368,                0.53105,                0.67147,                0.42684,                0.83207,                 0.0034,                 0.0034,                 0.0034
                    202,                0.62009,                0.85402,                0.49858,                0.85087,                0.95242,                 0.9101,                0.96041,                0.83567,                0.94762,                0.90529,                0.95095,                0.63835,                0.54141,                0.68357,                0.43048,                0.83516,               0.003367,               0.003367,               0.003367
                    203,                0.61451,                0.83272,                0.48949,                0.84845,                0.94818,                0.91152,                0.95859,                0.83478,                0.94237,                0.90451,                0.94629,                0.62806,                0.54117,                0.70341,                0.43564,                0.83554,               0.003334,               0.003334,               0.003334
                    204,                0.63019,                0.86012,                0.50256,                 0.8498,                0.93103,                0.91322,                0.95915,                0.83602,                0.94059,                0.89386,                0.94632,                0.62939,                0.54222,                0.69439,                0.44167,                0.83571,               0.003301,               0.003301,               0.003301
                    205,                0.63055,                0.86077,                0.50472,                0.85429,                0.96248,                0.91574,                0.96462,                0.85025,                0.95557,                 0.9067,                0.95099,                0.64523,                0.52011,                0.65839,                0.41838,                0.82927,               0.003268,               0.003268,               0.003268
                    206,                0.62733,                0.86461,                0.51082,                 0.8527,                0.93262,                0.90796,                0.95104,                0.82905,                0.94055,                0.89128,                0.93937,                0.62937,                0.54641,                0.70525,                0.45665,                0.83616,               0.003235,               0.003235,               0.003235
                    207,                0.63496,                0.87313,                0.51122,                0.85407,                0.93941,                0.91625,                0.95596,                0.83702,                0.94029,                0.90215,                0.94471,                0.63977,                0.53543,                0.67818,                 0.4401,                0.83326,               0.003202,               0.003202,               0.003202
                    208,                0.61945,                0.84998,                0.50217,                0.85089,                0.94804,                0.90413,                 0.9557,                0.83689,                0.94906,                0.89404,                0.94321,                0.63281,                0.54084,                0.69496,                0.44192,                0.83377,               0.003169,               0.003169,               0.003169
                    209,                 0.6164,                0.84195,                0.49368,                0.84885,                0.92458,                0.91894,                0.95821,                0.83018,                0.93981,                0.89471,                0.94585,                0.62242,                0.54515,                0.69635,                0.46035,                0.83606,               0.003136,               0.003136,               0.003136
                    210,                0.63498,                0.86817,                0.51992,                0.85507,                0.94997,                0.91638,                0.95928,                0.83708,                 0.9437,                0.90847,                0.94534,                0.62924,                0.53041,                0.68908,                0.42592,                0.83262,               0.003103,               0.003103,               0.003103
                    211,                0.63068,                0.86826,                0.51585,                0.85469,                0.95338,                0.91268,                0.96175,                0.84524,                0.95053,                0.90534,                0.94803,                0.63873,                0.52515,                0.68563,                0.41807,                0.83022,                0.00307,                0.00307,                0.00307
                    212,                0.62247,                 0.8448,                  0.499,                0.85222,                0.95346,                0.90959,                0.95775,                0.84418,                0.95282,                0.90251,                0.94431,                0.65249,                0.51642,                0.66339,                 0.4262,                0.83068,               0.003037,               0.003037,               0.003037
                    213,                0.60969,                0.84019,                0.48912,                0.84807,                 0.9557,                0.91186,                0.96293,                0.84399,                0.95302,                0.90534,                0.95286,                0.64598,                0.52475,                0.66824,                0.41889,                0.83263,               0.003004,               0.003004,               0.003004
                    214,                0.60906,                 0.8369,                0.48902,                0.84886,                0.94828,                0.91118,                0.95858,                0.84276,                0.94939,                0.89904,                0.94794,                0.64622,                0.52799,                0.67055,                0.42737,                0.83155,               0.002971,               0.002971,               0.002971
                    215,                0.62193,                0.85545,                0.50053,                0.85188,                0.94495,                0.91157,                0.96046,                0.84991,                0.94499,                0.90007,                0.95053,                0.65964,                0.51547,                0.66533,                0.42987,                0.82947,               0.002938,               0.002938,               0.002938
                    216,                0.63691,                0.86709,                0.51535,                0.85416,                0.95553,                0.91892,                0.96208,                0.84579,                0.94671,                0.90794,                0.94738,                 0.6393,                0.51669,                0.67439,                0.41757,                 0.8307,               0.002905,               0.002905,               0.002905
                    217,                0.61129,                0.84538,                0.49932,                0.85144,                0.96237,                0.91143,                0.96469,                0.85062,                0.95479,                0.90459,                0.95105,                 0.6559,                0.50397,                0.65556,                0.40264,                0.82711,               0.002872,               0.002872,               0.002872
                    218,                0.61096,                0.84166,                0.48406,                0.84793,                0.94177,                0.91621,                0.96049,                0.84123,                0.93216,                0.90792,                0.94533,                0.63449,                0.52189,                0.68105,                0.43173,                0.83115,               0.002839,               0.002839,               0.002839
                    219,                0.62353,                0.86393,                0.50854,                0.85378,                0.96664,                0.91066,                0.96331,                0.85191,                0.95772,                0.90325,                0.95129,                0.65256,                0.51297,                 0.6583,                0.41449,                0.82861,               0.002806,               0.002806,               0.002806
                    220,                0.60157,                0.82484,                0.47757,                0.84708,                0.96599,                0.92071,                 0.9618,                0.85055,                0.95506,                0.90812,                0.94822,                0.63909,                0.51735,                0.68252,                0.41136,                0.82943,               0.002773,               0.002773,               0.002773
                    221,                0.60094,                0.83691,                0.48682,                0.84747,                0.96465,                0.91029,                0.96193,                 0.8534,                0.95666,                0.90057,                0.94712,                0.64151,                0.50839,                0.68453,                0.42117,                0.82836,                0.00274,                0.00274,                0.00274
                    222,                0.61681,                0.85922,                 0.4932,                0.84961,                0.95311,                0.92026,                0.96134,                0.84838,                0.94345,                 0.9117,                0.94825,                0.64116,                0.51729,                0.68376,                0.41496,                0.83057,               0.002707,               0.002707,               0.002707
